age_of_customer,sex,ctry,town,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,goal_of_training,preferred_training_daytime,subscription_type,color_of_watch,synchronisation,user_of_latest_model
1.4713522244494153,Other,UK,Birmingham,0.23402499357106557,-1.972050447121815,-0.6128162929911939,-1.5049028429427518,-1.7825232817951118,1.7743889204835999,-1.3353969917303732,0.11890224108439283,-0.9284509915443238,-0.3335490391284641,Fitness,Evening,Free,White,Yes,1.0
1.1791684078030877,Other,Australia,Sydney,-0.36550133736738405,1.2323610934184537,0.6770927126183299,1.0789562526146346,-0.9604960217474418,1.1881653288478835,1.018699151715079,0.11890224108439283,-0.9284509915443238,0.20798513111991299,Fitness,Evening,Premium,Black,Yes,0.0
-0.7575273526989368,Other,India,Bangalore,-0.5954607471241486,1.6474078725533692,2.1446728350853523,1.991069604996427,2.009272692537513,-1.9357979724143692,2.041213745566578,0.11890224108439283,-1.5703704124405715,-0.5373234640517998,Competition,Afternoon,Free,White,Yes,1.0
-1.3843449426205798,Male,Germany,Munich,0.06969466034670882,-0.09333490382399869,-1.1114305960497157,-0.5782205401290373,-0.2292943473293089,0.06062633513244104,-0.5668630576970023,0.7635670295178747,-1.5703704124405715,-0.4957552963112176,Recreation,Evening,Premium,Black,No,1.0
1.617859327933322,Male,India,Mumbai,-0.8504828888927954,0.24850741964344536,-1.2727529978814682,-0.6973238017904201,-1.7430945557152648,1.9166894644963595,-0.7302939304571388,0.7635670295178747,-0.07297523146279654,-1.4412624082958958,Recreation,Morning,Basic,Black,Yes,0.0
-0.6871606925777262,Other,India,Mumbai,-0.7123259798983645,0.47356104307737557,-1.3468329708214164,-0.4694155291447445,0.9870688597451522,-0.6039112013850881,-0.4826427990037931,0.11890224108439283,1.067103651125418,-0.5877935090073496,Recreation,Morning,Basic,Black,Yes,0.0
-0.7575273526989368,Female,UK,Missing,-0.8240062251197586,-0.2794768652056274,0.5371048161778271,-0.28201263558913725,0.9999706653086295,-1.3642037078195544,-0.17822232524597553,1.3526725834329467,-0.07297523146279654,0.8717222854456417,Recreation,Afternoon,Free,Black,Yes,0.0
0.2380761059425596,Other,India,Bangalore,-0.1150841668766514,0.38354905837761033,-0.3977882039888613,0.025163955297984663,-0.3371406660426816,0.10986386784908551,-0.044396650995904494,0.7635670295178747,-0.4580463641611468,-1.3613878874033472,Recreation,Afternoon,Basic,Black,Yes,0.0
-1.2461577669060369,Other,USA,New York,-1.400331033410251,-0.6176721269516846,0.3933544135505044,-0.8022605405317117,0.67251961102016,-1.0063809111009643,-0.671101028795271,0.11890224108439283,-0.9284509915443238,-0.19250945787914264,Recreation,Evening,Free,Black,Yes,0.0
-0.47530895989914296,Other,UK,Birmingham,-0.7647152518860812,0.465926033751139,-0.45949235708913144,-0.1518910254477285,0.740249046447111,-0.1747468141369861,-0.2387406625190948,-1.4873095230677231,-0.07297523146279654,0.34222460677765787,Recreation,Afternoon,Free,White,Yes,0.0
0.8881520237558846,Other,USA,Chicago,-0.13990862744940938,0.2241662766149685,-0.9110690026816013,-0.32247132273017254,-0.7020595992124734,1.3010420285797317,-0.41292027892639943,1.3526725834329467,0.25897267409462416,0.08514424251973592,Recreation,Afternoon,Basic,Black,Yes,0.0
1.1791684078030877,Male,Germany,Hamburg,1.2517014653163778,-0.18356608585766312,0.7135600248487262,0.567926380050028,-1.2967809974683857,0.8776544694176553,0.5502017303537747,-0.6089708355271841,-1.5703704124405715,0.11429413228066668,Competition,Morning,Free,Black,No,0.0
0.8155896249369979,Other,UK,London,-0.39716291805836984,0.13629495322787036,0.028769604592510944,-0.08069149849773269,-0.5594438879756825,0.630220148818792,-0.05899129891567944,0.11890224108439283,-1.5703704124405715,0.6289524169231774,Recreation,Afternoon,Basic,White,Yes,0.0
-0.47530895989914296,Female,Germany,Hamburg,-0.028552439118103706,1.0849356337945684,1.8293490490036162,1.5706332035412787,1.778819324703684,-1.6776566402491766,1.5112740757311636,0.11890224108439283,-0.4580463641611468,-1.9464503294493802,Competition,Afternoon,Premium,Black,No,1.0
1.2521078550527232,Male,UK,Manchester,1.4629163936494964,-0.7691898860030457,-0.09295905591026124,-0.07855087634353396,-1.4745907080607104,1.5812242146986604,-0.16855781736025588,1.3526725834329467,0.5539255025804781,-0.4628071862439859,Fitness,Morning,Premium,Black,Yes,0.0
-1.5218043565792725,Female,Australia,Sydney,-0.5890072913576512,-0.3815960017664436,-0.29203716265571267,-0.6997908228883203,0.18372363970628006,0.19274820584293328,-0.6990212647327764,0.7635670295178747,-0.9284509915443238,0.16493780869865127,Recreation,Morning,Free,Black,Yes,0.0
-0.7575273526989368,Female,India,Mumbai,0.4505141422286001,-0.41420638818745176,-0.3521291318150471,-0.3541962998975067,0.4665016032098282,-1.0231885639933898,-0.4085910428045605,0.7635670295178747,-0.9284509915443238,0.6021866873135282,Fitness,Evening,Basic,Black,Yes,1.0
-1.5218043565792725,Female,Australia,Sydney,0.9862659763273595,-0.9455443063043473,-0.8297299847182164,-0.6973238017904201,0.7521080579801565,-0.29588750896281013,-0.6273816298054333,0.7635670295178747,-0.9284509915443238,-0.38156415734119425,Fitness,Afternoon,Basic,Black,Yes,1.0
0.30995992984872417,Female,Germany,Berlin,0.378665990961958,0.5590846770658026,-0.2771499793394466,0.3765146087919769,0.12096596394953804,0.22266825233519116,0.35297201838688597,-0.6089708355271841,0.8212898586265683,-0.5962699709810306,Fitness,Morning,Premium,Black,Yes,0.0
1.3982008725410255,Male,India,Missing,-0.4098514669497222,1.4145318967288643,-1.4442738622036555,0.47309975537486576,-1.677748893991793,1.8110424083383212,0.3685475928262727,1.3526725834329467,-1.5703704124405715,1.401375518103847,Competition,Evening,Premium,Black,Yes,0.0
0.16628489065817217,Male,UK,Birmingham,-0.6797264168509691,0.8660220719582586,-0.03636914439430898,0.3901460518806211,0.11482344180299994,-0.5853992529455643,0.45693339673325223,1.3526725834329467,0.8212898586265683,-0.5540739447125328,Fitness,Evening,Basic,White,Yes,1.0
-0.11991287048315613,Female,India,Bangalore,0.12466956495927504,0.5665442867024948,-1.7633438698795227,-0.2087735434239966,0.5004676477415362,0.02790532588461819,-0.2778361745417723,0.7635670295178747,-0.07297523146279654,-1.1590318198448375,Fitness,Afternoon,Free,Black,Yes,0.0
1.691213061789767,Female,USA,New York,-0.8504828888927954,-0.4405468974579235,-0.7335285086600936,-1.066764969287114,-1.9777691361785956,1.9236701152745956,-0.9535010165876939,0.7635670295178747,-0.4580463641611468,1.2798573514802423,Fitness,Afternoon,Premium,Black,Yes,0.0
